0;0;0;0;land;false;unknown;0
1;252;16;236;land;false;plains;1
2;216;246;168;land;false;plains;1
3;185;149;202;land;false;plains;1
4;196;115;252;land;false;plains;1
5;251;228;47;land;false;plains;1
6;214;153;143;land;false;plains;1
7;234;224;199;land;false;plains;1
8;198;243;180;land;true;plains;1
9;236;209;143;land;false;plains;1
10;252;129;141;land;false;plains;1
11;89;242;171;land;false;plains;1
12;214;241;112;land;false;plains;1
13;178;186;187;land;false;plains;1
14;244;121;180;land;false;plains;1
15;249;181;153;land;false;plains;1
16;250;62;200;land;false;plains;1
17;245;100;235;land;false;plains;1
18;179;145;204;land;false;plains;1
19;239;253;159;land;false;plains;1
20;172;252;194;land;false;plains;1
21;211;185;181;land;false;plains;1
22;166;155;180;land;false;plains;1
23;85;226;207;land;false;plains;1
24;208;239;107;land;false;plains;1
25;222;83;246;land;false;plains;1
26;208;222;132;land;false;plains;1
27;69;246;187;land;false;plains;1
28;235;167;132;land;false;plains;1
29;85;241;204;land;false;plains;1
30;206;63;239;land;false;plains;1
31;194;245;210;land;false;plains;1
32;138;142;224;land;false;plains;1
33;233;121;180;land;false;plains;1
34;226;232;250;land;false;plains;1
35;246;90;226;land;false;plains;1
36;80;185;251;land;false;plains;1
37;246;184;213;land;false;plains;1
38;68;234;227;land;false;plains;1
39;165;201;254;land;false;plains;1
40;225;234;122;land;false;plains;1
41;235;193;198;land;false;plains;1
42;147;253;159;land;false;plains;1
43;156;187;186;land;false;plains;1
44;248;96;197;land;false;plains;1
45;230;235;102;land;false;plains;1
46;204;178;226;land;false;plains;1
47;249;210;60;land;false;plains;1
48;222;174;109;land;false;plains;1
49;247;197;234;land;false;plains;1
50;227;211;119;land;false;plains;1
51;173;228;132;land;false;plains;1
52;122;228;213;land;false;plains;1
53;192;195;137;land;false;plains;1
54;200;191;111;land;false;plains;1
55;136;205;175;land;false;plains;1
56;216;249;73;land;false;plains;1
57;235;169;175;land;false;plains;1
58;180;233;172;land;false;plains;1
59;156;226;123;land;false;plains;1
60;190;128;196;land;false;plains;1
61;119;223;210;land;false;plains;1
62;233;234;90;land;false;plains;1
63;197;232;147;land;true;plains;1
64;238;211;91;land;false;plains;1
65;94;213;210;land;false;plains;1
66;227;157;120;land;false;plains;1
67;242;197;164;land;false;plains;1
68;122;165;234;land;false;plains;1
69;163;197;190;land;false;plains;1
70;184;236;227;land;false;plains;1
71;78;246;198;land;false;plains;1
72;210;166;183;land;false;plains;1
73;231;247;237;land;false;plains;1
74;227;210;130;land;false;plains;1
75;177;157;243;land;false;plains;1
76;89;252;249;land;false;plains;1
77;248;230;82;land;false;plains;1
78;232;232;136;land;false;plains;1
79;250;81;240;land;false;plains;1
80;234;247;78;land;false;plains;1
81;190;201;140;land;false;plains;1
82;236;155;148;land;false;plains;1
83;100;250;226;land;false;plains;1
84;248;233;226;land;false;plains;1
85;173;179;190;land;false;plains;1
86;162;250;159;land;false;plains;1
87;173;228;161;land;false;plains;1
88;231;120;248;land;false;plains;1
89;223;224;57;land;false;plains;1
90;239;238;33;land;false;plains;1
91;214;187;199;land;false;plains;1
92;246;84;243;land;false;plains;1
93;243;222;73;land;false;plains;1
94;219;140;241;land;false;plains;1
95;211;207;204;land;false;plains;1
96;166;133;205;land;false;plains;1
97;142;243;133;land;false;plains;1
98;203;243;177;land;false;plains;1
99;204;191;119;land;false;plains;1
100;160;211;179;land;false;plains;1
101;99;208;231;land;false;plains;1
102;193;175;185;land;false;plains;1
103;211;85;225;land;false;plains;1
104;144;221;235;land;false;plains;1
105;159;252;236;land;false;plains;1
106;165;187;197;land;false;plains;1
107;208;147;155;land;false;plains;1
108;219;190;192;land;false;plains;1
109;232;210;157;land;false;plains;1
110;149;253;113;land;false;plains;1
111;120;197;227;land;false;plains;1
112;106;229;186;land;true;plains;1
113;244;241;151;land;false;plains;1
114;238;237;244;land;false;plains;1
115;207;192;163;land;false;plains;1
116;250;227;190;land;false;plains;1
117;214;99;236;land;false;plains;1
118;196;173;163;land;false;plains;1
119;206;240;154;land;true;plains;1
120;154;251;164;land;false;plains;1
121;248;249;112;land;false;plains;1
122;172;172;189;land;true;plains;1
123;221;130;222;land;false;plains;1
124;172;223;231;land;false;plains;1
125;244;209;156;land;false;plains;1
126;207;173;213;land;false;plains;1
127;185;224;153;land;false;plains;1
128;176;182;191;land;false;plains;1
129;127;161;229;land;false;plains;1
130;219;124;223;land;false;plains;1
131;108;247;180;land;false;plains;1
132;179;176;219;land;true;plains;1
133;197;179;199;land;false;plains;1
134;253;247;181;land;false;plains;1
135;217;237;249;land;false;plains;1
136;207;219;238;land;false;plains;1
137;169;218;137;land;false;plains;1
138;182;201;129;land;false;plains;1
139;91;244;191;land;false;plains;1
140;54;246;249;land;false;plains;1
141;198;206;215;land;false;plains;1
142;174;161;236;land;false;plains;1
143;206;185;177;land;false;plains;1
144;227;67;233;land;false;plains;1
145;248;194;190;land;false;plains;1
146;166;157;224;land;false;plains;1
147;154;219;140;land;false;plains;1
148;239;192;179;land;false;plains;1
149;240;165;109;land;false;plains;1
150;236;250;206;land;false;plains;1
151;230;250;29;land;false;plains;1
152;247;238;174;land;false;plains;1
153;201;65;252;land;true;plains;1
154;251;179;181;land;false;plains;1
155;217;185;173;land;false;plains;1
156;112;214;233;land;false;plains;1
157;142;120;253;land;false;plains;1
158;164;202;199;land;false;plains;1
159;98;197;241;land;false;plains;1
160;158;154;196;land;false;plains;1
161;173;214;174;land;false;plains;1
162;233;181;135;land;false;plains;1
163;240;72;231;land;false;plains;1
164;234;140;137;land;true;plains;1
165;216;233;190;land;false;plains;1
166;199;123;224;land;false;plains;1
167;107;246;184;land;false;plains;1
168;91;210;220;land;false;plains;1
169;216;163;216;land;false;plains;1
170;234;243;184;land;false;plains;1
171;105;231;234;land;false;plains;1
172;248;135;134;land;false;plains;1
173;91;189;221;land;false;plains;1
174;229;233;180;land;false;plains;1
175;155;202;182;land;false;plains;1
176;152;207;230;land;false;plains;1
177;248;45;217;land;false;plains;1
178;217;75;245;land;false;plains;1
179;184;186;213;land;false;plains;1
180;241;122;243;land;false;plains;1
181;175;243;164;land;false;plains;1
182;166;225;112;land;false;plains;1
183;210;222;153;land;false;plains;1
184;199;234;79;land;false;plains;1
185;225;245;158;land;false;plains;1
186;204;211;177;land;false;plains;1
187;164;191;176;land;false;plains;1
188;207;62;249;land;false;plains;1
189;194;64;251;land;false;plains;1
190;254;222;208;land;false;plains;1
191;245;229;124;land;false;plains;1
192;147;194;213;land;true;plains;1
193;239;187;168;land;false;plains;1
194;234;199;234;land;false;plains;1
195;237;41;231;land;false;plains;1
196;213;232;214;land;false;plains;1
197;49;246;214;land;false;plains;1
198;67;243;208;land;false;plains;1
199;168;182;168;land;false;plains;1
200;145;160;243;land;false;plains;1
201;71;254;243;land;false;plains;1
202;180;226;157;land;false;plains;1
203;141;239;229;land;false;plains;1
204;115;225;226;land;false;plains;1
205;235;55;223;land;false;plains;1
206;221;165;174;land;false;plains;1
207;240;191;201;land;false;plains;1
208;118;250;244;land;false;plains;1
209;185;167;230;land;false;plains;1
210;178;229;111;land;false;plains;1
211;145;182;211;land;false;plains;1
212;183;219;161;land;false;plains;1
